wav_file,json_decibel,wav_peak_spl,wav_rms_spl,json_direction,wav_predicted_direction,spl_difference_peak,spl_difference_rms,match_direction
1.자동차_1460_1.wav,93.0,88.5,73.3,우,중앙,4.5,19.7,False
1.자동차_1461_1.wav,126.0,90.4,72.9,우,중앙,35.6,53.1,False
1.자동차_1463_1.wav,90.0,88.6,72.3,우,중앙,1.4,17.7,False
1.자동차_1464_1.wav,75.0,83.6,65.8,우,중앙,8.6,9.2,False
1.자동차_1466_1.wav,74.0,79.8,63.6,좌,중앙,5.8,10.4,False
1.자동차_1468_1.wav,81.0,87.6,71.0,우,좌,6.6,10.0,False
1.자동차_1469_1.wav,70.0,78.8,61.6,우,중앙,8.8,8.4,False
1.자동차_1470_1.wav,98.0,87.1,72.9,우,중앙,10.9,25.1,False
1.자동차_1471_1.wav,69.0,85.3,70.7,우,중앙,16.3,1.7,False
1.자동차_1474_1.wav,101.0,94.0,74.2,좌,중앙,7.0,26.8,False
1.자동차_1475_1.wav,68.0,78.8,62.2,좌,중앙,10.8,5.8,False
1.자동차_1476_1.wav,83.0,87.7,71.2,우,중앙,4.7,11.8,False
1.자동차_1477_1.wav,68.0,85.8,69.1,우,중앙,17.8,1.1,False
1.자동차_1478_1.wav,78.0,88.3,71.3,우,중앙,10.3,6.7,False
1.자동차_1479_1.wav,75.0,83.9,66.8,우,중앙,8.9,8.2,False
1.자동차_1480_1.wav,98.0,86.5,71.8,우,중앙,11.5,26.2,False
1.자동차_1481_1.wav,77.0,87.5,71.8,우,중앙,10.5,5.2,False
1.자동차_1482_1.wav,75.0,83.0,65.3,우,중앙,8.0,9.7,False
1.자동차_1483_1.wav,103.0,90.7,74.0,우,중앙,12.3,29.0,False
1.자동차_1489_1.wav,125.0,92.8,75.3,우,좌,32.2,49.7,False
1.자동차_1490_1.wav,109.0,91.2,73.7,우,중앙,17.8,35.3,False
1.자동차_1492_1.wav,105.0,89.1,73.8,우,좌,15.9,31.2,False
1.자동차_1495_1.wav,112.0,92.8,76.8,우,중앙,19.2,35.2,False
1.자동차_1496_1.wav,71.0,86.1,68.3,우,중앙,15.1,2.7,False
1.자동차_1497_1.wav,74.0,84.7,72.0,우,중앙,10.7,2.0,False
1.자동차_1499_1.wav,112.0,94.0,80.4,좌,중앙,18.0,31.6,False
1.자동차_149_1.wav,122.0,94.0,82.2,좌,중앙,28.0,39.8,False
1.자동차_1501_1.wav,75.0,85.3,69.0,우,중앙,10.3,6.0,False
1.자동차_1503_1.wav,102.0,89.8,70.6,우,중앙,12.2,31.4,False
1.자동차_1504_1.wav,75.0,82.6,68.8,우,중앙,7.6,6.2,False
1.자동차_1505_1.wav,75.0,85.9,70.2,우,중앙,10.9,4.8,False
1.자동차_150_1.wav,89.0,87.5,74.0,우,중앙,1.5,15.0,False
1.자동차_1510_1.wav,108.0,90.4,73.0,우,중앙,17.6,35.0,False
1.자동차_1515_1.wav,102.0,87.7,72.0,우,중앙,14.3,30.0,False
1.자동차_1517_1.wav,70.0,85.4,65.8,우,중앙,15.4,4.2,False
1.자동차_1519_1.wav,76.0,86.6,70.2,우,좌,10.6,5.8,False
1.자동차_151_1.wav,119.0,91.2,78.4,좌,중앙,27.8,40.6,False
1.자동차_1521_1.wav,113.0,90.0,74.5,좌,중앙,23.0,38.5,False
1.자동차_1522_1.wav,118.0,90.7,74.5,우,좌,27.3,43.5,False
1.자동차_1527_1.wav,69.0,84.7,70.3,우,중앙,15.7,1.3,False
1.자동차_1528_1.wav,76.0,87.6,70.4,우,중앙,11.6,5.6,False
1.자동차_1529_1.wav,103.0,90.2,73.0,우,중앙,12.8,30.0,False
1.자동차_1530_1.wav,93.0,88.7,72.5,좌,중앙,4.3,20.5,False
1.자동차_1531_1.wav,74.0,83.6,69.5,우,중앙,9.6,4.5,False
1.자동차_1534_1.wav,107.0,91.4,71.5,우,중앙,15.6,35.5,False
1.자동차_1536_1.wav,87.0,88.7,72.7,우,중앙,1.7,14.3,False
1.자동차_153_1.wav,70.0,89.8,74.6,우,우,19.8,4.6,True
1.자동차_1541_1.wav,68.0,85.9,71.2,우,중앙,17.9,3.2,False
1.자동차_1542_1.wav,89.0,87.3,69.4,우,중앙,1.7,19.6,False
1.자동차_1543_1.wav,104.0,93.2,72.4,우,중앙,10.8,31.6,False
1.자동차_1546_1.wav,72.0,85.0,69.5,우,중앙,13.0,2.5,False
1.자동차_1547_1.wav,68.0,82.2,67.3,우,중앙,14.2,0.7,False
1.자동차_1549_1.wav,78.0,87.7,70.2,우,중앙,9.7,7.8,False
1.자동차_1552_1.wav,72.0,85.7,63.7,우,중앙,13.7,8.3,False
1.자동차_1553_1.wav,73.0,91.0,71.8,좌,중앙,18.0,1.2,False
1.자동차_1554_1.wav,94.0,87.1,72.5,우,중앙,6.9,21.5,False
1.자동차_1556_1.wav,126.0,92.5,77.0,좌,중앙,33.5,49.0,False
1.자동차_1558_1.wav,84.0,88.4,73.0,우,중앙,4.4,11.0,False
1.자동차_1559_1.wav,70.0,81.4,66.5,좌,중앙,11.4,3.5,False
1.자동차_1562_1.wav,84.0,86.5,72.4,우,중앙,2.5,11.6,False
1.자동차_1564_1.wav,69.0,87.3,72.7,좌,중앙,18.3,3.7,False
1.자동차_1565_1.wav,102.0,90.5,67.3,우,좌,11.5,34.7,False
1.자동차_1567_1.wav,71.0,83.5,68.6,우,중앙,12.5,2.4,False
1.자동차_1568_1.wav,114.0,94.0,85.8,우,중앙,20.0,28.2,False
1.자동차_1569_1.wav,78.0,85.9,70.8,우,중앙,7.9,7.2,False
1.자동차_1570_1.wav,84.0,85.8,69.4,우,중앙,1.8,14.6,False
1.자동차_1571_1.wav,105.0,87.1,70.9,우,중앙,17.9,34.1,False
1.자동차_1574_1.wav,69.0,84.1,68.5,우,중앙,15.1,0.5,False
1.자동차_1577_1.wav,69.0,85.8,69.8,우,중앙,16.8,0.8,False
1.자동차_1578_1.wav,121.0,94.0,72.9,우,중앙,27.0,48.1,False
1.자동차_1579_1.wav,122.0,94.0,71.5,좌,중앙,28.0,50.5,False
1.자동차_1582_1.wav,84.0,88.5,70.7,우,중앙,4.5,13.3,False
1.자동차_1586_1.wav,74.0,80.7,65.4,좌,중앙,6.7,8.6,False
1.자동차_1589_1.wav,121.0,90.9,74.2,우,중앙,30.1,46.8,False
1.자동차_1593_1.wav,97.0,93.7,73.9,우,중앙,3.3,23.1,False
1.자동차_1595_1.wav,69.0,81.2,66.4,우,중앙,12.2,2.6,False
1.자동차_1597_1.wav,74.0,86.9,70.8,우,중앙,12.9,3.2,False
1.자동차_159_1.wav,75.0,82.3,68.4,우,중앙,7.3,6.6,False
1.자동차_1601_1.wav,68.0,77.9,63.7,좌,중앙,9.9,4.3,False
1.자동차_1602_1.wav,70.0,80.1,64.4,우,중앙,10.1,5.6,False
1.자동차_1604_1.wav,74.0,82.1,67.6,우,중앙,8.1,6.4,False
1.자동차_1608_1.wav,89.0,88.9,68.6,우,중앙,0.1,20.4,False
1.자동차_1610_1.wav,75.0,79.5,62.2,우,중앙,4.5,12.8,False
1.자동차_1613_1.wav,73.0,84.1,65.7,우,중앙,11.1,7.3,False
1.자동차_1616_1.wav,97.0,87.9,71.9,우,중앙,9.1,25.1,False
1.자동차_1618_1.wav,86.0,87.6,72.6,우,중앙,1.6,13.4,False
1.자동차_1619_1.wav,121.0,94.0,77.7,좌,중앙,27.0,43.3,False
1.자동차_1621_1.wav,68.0,84.5,67.9,우,중앙,16.5,0.1,False
1.자동차_1622_1.wav,106.0,90.8,71.2,우,중앙,15.2,34.8,False
1.자동차_1623_1.wav,88.0,87.6,72.7,우,좌,0.4,15.3,False
1.자동차_1624_1.wav,73.0,82.3,68.6,우,중앙,9.3,4.4,False
1.자동차_1625_1.wav,117.0,94.0,74.1,좌,중앙,23.0,42.9,False
1.자동차_1631_1.wav,69.0,87.1,71.5,우,중앙,18.1,2.5,False
1.자동차_1632_1.wav,107.0,94.0,76.7,우,중앙,13.0,30.3,False
1.자동차_1633_1.wav,92.0,86.6,70.4,우,중앙,5.4,21.6,False
1.자동차_1634_1.wav,70.0,84.4,65.2,우,중앙,14.4,4.8,False
1.자동차_1636_1.wav,105.0,89.2,73.9,우,중앙,15.8,31.1,False
1.자동차_1637_1.wav,78.0,86.1,71.8,우,중앙,8.1,6.2,False
1.자동차_1638_1.wav,83.0,87.1,71.3,우,중앙,4.1,11.7,False
1.자동차_1639_1.wav,101.0,89.6,72.6,우,중앙,11.4,28.4,False
1.자동차_1641_1.wav,73.0,83.4,69.8,우,중앙,10.4,3.2,False
1.자동차_1642_1.wav,80.0,85.1,70.0,우,중앙,5.1,10.0,False
1.자동차_1644_1.wav,69.0,78.9,63.7,좌,중앙,9.9,5.3,False
1.자동차_1645_1.wav,118.0,92.5,72.0,우,좌,25.5,46.0,False
1.자동차_1646_1.wav,85.0,89.0,70.5,우,중앙,4.0,14.5,False
1.자동차_1647_1.wav,74.0,82.9,68.2,우,중앙,8.9,5.8,False
1.자동차_1650_1.wav,72.0,80.3,62.3,우,중앙,8.3,9.7,False
1.자동차_1651_1.wav,127.0,92.8,72.4,좌,중앙,34.2,54.6,False
1.자동차_1653_1.wav,72.0,84.5,68.7,우,중앙,12.5,3.3,False
1.자동차_1655_1.wav,72.0,82.1,65.5,우,중앙,10.1,6.5,False
1.자동차_1657_1.wav,109.0,90.6,74.0,우,중앙,18.4,35.0,False
1.자동차_1661_1.wav,105.0,94.0,77.0,우,중앙,11.0,28.0,False
1.자동차_1662_1.wav,72.0,83.0,69.3,우,중앙,11.0,2.7,False
1.자동차_1663_1.wav,100.0,94.0,73.2,좌,중앙,6.0,26.8,False
1.자동차_1664_1.wav,122.0,94.0,77.9,우,중앙,28.0,44.1,False
1.자동차_1666_1.wav,71.0,83.4,66.1,우,중앙,12.4,4.9,False
1.자동차_1667_1.wav,75.0,87.8,72.3,우,중앙,12.8,2.7,False
1.자동차_1669_1.wav,102.0,89.8,71.0,우,중앙,12.2,31.0,False
1.자동차_1673_1.wav,108.0,91.8,71.8,우,중앙,16.2,36.2,False
1.자동차_1675_1.wav,81.0,86.0,71.1,우,중앙,5.0,9.9,False
1.자동차_1676_1.wav,121.0,90.3,74.8,우,중앙,30.7,46.2,False
1.자동차_1677_1.wav,94.0,89.7,69.8,우,중앙,4.3,24.2,False
1.자동차_1678_1.wav,101.0,88.9,73.0,우,중앙,12.1,28.0,False
1.자동차_1680_1.wav,86.0,87.5,72.5,우,중앙,1.5,13.5,False
1.자동차_1682_1.wav,96.0,88.4,72.3,우,중앙,7.6,23.7,False
1.자동차_1683_1.wav,68.0,81.6,65.2,우,중앙,13.6,2.8,False
1.자동차_1687_1.wav,74.0,83.8,71.2,우,중앙,9.8,2.8,False
1.자동차_1689_1.wav,126.0,93.7,74.7,우,중앙,32.3,51.3,False
1.자동차_168_1.wav,82.0,85.6,72.9,우,중앙,3.6,9.1,False
1.자동차_1690_1.wav,68.0,79.4,65.3,좌,중앙,11.4,2.7,False
1.자동차_1691_1.wav,75.0,86.3,71.0,우,중앙,11.3,4.0,False
1.자동차_1693_1.wav,70.0,83.7,69.0,우,중앙,13.7,1.0,False
1.자동차_1694_1.wav,113.0,90.9,72.7,좌,중앙,22.1,40.3,False
1.자동차_1696_1.wav,73.0,85.3,69.1,우,중앙,12.3,3.9,False
1.자동차_1697_1.wav,124.0,90.1,72.1,우,중앙,33.9,51.9,False
1.자동차_1698_1.wav,108.0,94.0,72.6,좌,좌,14.0,35.4,True
1.자동차_1699_1.wav,117.0,91.2,73.5,좌,중앙,25.8,43.5,False
1.자동차_16_1.wav,74.0,84.6,71.2,우,좌,10.6,2.8,False
1.자동차_1700_1.wav,119.0,94.0,78.4,우,중앙,25.0,40.6,False
1.자동차_1702_1.wav,123.0,91.9,73.3,좌,중앙,31.1,49.7,False
1.자동차_1703_1.wav,101.0,88.5,75.2,우,중앙,12.5,25.8,False
1.자동차_1704_1.wav,93.0,87.7,73.9,우,중앙,5.3,19.1,False
1.자동차_170_1.wav,113.0,88.1,73.2,우,중앙,24.9,39.8,False
1.자동차_1713_1.wav,94.0,90.7,73.7,좌,중앙,3.3,20.3,False
1.자동차_1715_1.wav,121.0,91.3,71.5,우,중앙,29.7,49.5,False
1.자동차_1717_1.wav,90.0,86.6,70.7,우,중앙,3.4,19.3,False
1.자동차_1718_1.wav,109.0,93.4,71.6,우,중앙,15.6,37.4,False
1.자동차_171_1.wav,70.0,80.3,69.0,우,중앙,10.3,1.0,False
1.자동차_1721_1.wav,77.0,87.4,72.2,우,중앙,10.4,4.8,False
1.자동차_1724_1.wav,85.0,88.2,74.1,우,중앙,3.2,10.9,False
1.자동차_1726_1.wav,94.0,88.9,72.8,우,중앙,5.1,21.2,False
1.자동차_1727_1.wav,73.0,84.9,69.3,우,중앙,11.9,3.7,False
1.자동차_1728_1.wav,73.0,94.0,68.2,우,중앙,21.0,4.8,False
1.자동차_1729_1.wav,108.0,91.6,69.1,우,중앙,16.4,38.9,False
1.자동차_172_1.wav,72.0,86.3,72.2,우,중앙,14.3,0.2,False
1.자동차_1731_1.wav,93.0,88.1,71.5,우,중앙,4.9,21.5,False
1.자동차_1732_1.wav,99.0,89.3,74.9,좌,중앙,9.7,24.1,False
1.자동차_1734_1.wav,71.0,86.5,70.5,우,중앙,15.5,0.5,False
1.자동차_1736_1.wav,83.0,88.6,73.2,우,중앙,5.6,9.8,False
1.자동차_1739_1.wav,107.0,94.0,79.5,좌,중앙,13.0,27.5,False
1.자동차_173_1.wav,74.0,82.6,71.2,우,중앙,8.6,2.8,False
1.자동차_1740_1.wav,74.0,83.7,69.0,우,중앙,9.7,5.0,False
1.자동차_1741_1.wav,122.0,94.0,82.2,우,중앙,28.0,39.8,False
1.자동차_1746_1.wav,75.0,78.2,64.7,좌,중앙,3.2,10.3,False
1.자동차_1747_1.wav,74.0,79.5,64.7,좌,중앙,5.5,9.3,False
1.자동차_1750_1.wav,120.0,92.8,76.2,우,중앙,27.2,43.8,False
1.자동차_1751_1.wav,73.0,87.6,72.4,우,중앙,14.6,0.6,False
1.자동차_1752_1.wav,89.0,85.9,69.2,우,중앙,3.1,19.8,False
1.자동차_1754_1.wav,106.0,88.2,69.2,우,중앙,17.8,36.8,False
1.자동차_1755_1.wav,115.0,93.5,75.4,우,중앙,21.5,39.6,False
1.자동차_1756_1.wav,103.0,86.8,72.1,우,중앙,16.2,30.9,False
1.자동차_1757_1.wav,104.0,93.5,78.7,좌,중앙,10.5,25.3,False
1.자동차_1759_1.wav,83.0,86.4,71.0,우,중앙,3.4,12.0,False
1.자동차_1763_1.wav,70.0,81.3,65.2,좌,중앙,11.3,4.8,False
1.자동차_1764_1.wav,69.0,86.4,71.0,우,우,17.4,2.0,True
1.자동차_1766_1.wav,82.0,90.8,70.3,우,중앙,8.8,11.7,False
1.자동차_1770_1.wav,70.0,79.6,65.6,좌,중앙,9.6,4.4,False
1.자동차_177_1.wav,76.0,86.3,73.9,우,중앙,10.3,2.1,False
1.자동차_17_1.wav,70.0,62.9,50.2,우,중앙,7.1,19.8,False
1.자동차_183_1.wav,71.0,83.4,70.5,우,중앙,12.4,0.5,False
1.자동차_184_1.wav,68.0,84.4,70.5,우,중앙,16.4,2.5,False
1.자동차_186_1.wav,68.0,86.0,72.6,우,중앙,18.0,4.6,False
1.자동차_18_1.wav,120.0,93.2,77.6,우,중앙,26.8,42.4,False
1.자동차_19048_1.wav,113.0,94.0,87.1,좌,중앙,19.0,25.9,False
1.자동차_19049_1.wav,109.0,94.0,84.7,우,중앙,15.0,24.3,False
1.자동차_19107_1.wav,113.0,94.0,82.8,좌,중앙,19.0,30.2,False
1.자동차_19109_1.wav,116.0,94.0,86.9,좌,중앙,22.0,29.1,False
1.자동차_19110_1.wav,108.0,94.0,82.5,우,중앙,14.0,25.5,False
1.자동차_191_1.wav,71.0,86.9,70.3,우,중앙,15.9,0.7,False
1.자동차_192_1.wav,68.0,72.0,59.8,우,중앙,4.0,8.2,False
1.자동차_19491_1.wav,74.0,81.9,68.6,우,중앙,7.9,5.4,False
1.자동차_194_1.wav,85.0,87.5,75.3,우,중앙,2.5,9.7,False
1.자동차_197_1.wav,113.0,94.0,84.1,좌,중앙,19.0,28.9,False
1.자동차_19832_1.wav,122.0,90.9,75.8,좌,중앙,31.1,46.2,False
1.자동차_19833_1.wav,126.0,89.7,78.5,좌,중앙,36.3,47.5,False
1.자동차_199_1.wav,84.0,87.9,73.2,우,중앙,3.9,10.8,False
1.자동차_200_1.wav,70.0,83.9,70.0,우,중앙,13.9,0.0,False
1.자동차_201_1.wav,70.0,82.4,67.8,우,중앙,12.4,2.2,False
1.자동차_20277_1.wav,71.0,85.8,70.8,좌,중앙,14.8,0.2,False
1.자동차_20280_1.wav,90.0,86.1,69.4,좌,중앙,3.9,20.6,False
1.자동차_20281_1.wav,73.0,79.5,64.8,우,중앙,6.5,8.2,False
1.자동차_20283_1.wav,75.0,84.5,71.4,우,중앙,9.5,3.6,False
1.자동차_203_1.wav,75.0,86.8,71.2,우,좌,11.8,3.8,False
1.자동차_204_1.wav,112.0,90.0,71.6,우,중앙,22.0,40.4,False
1.자동차_205_1.wav,80.0,84.5,69.4,우,중앙,4.5,10.6,False
1.자동차_206_1.wav,69.0,84.9,72.4,우,중앙,15.9,3.4,False
1.자동차_20_1.wav,90.0,88.2,73.6,우,중앙,1.8,16.4,False
1.자동차_212_1.wav,75.0,88.4,73.7,우,우,13.4,1.3,True
1.자동차_214_1.wav,86.0,86.4,72.8,우,중앙,0.4,13.2,False
1.자동차_215_1.wav,72.0,82.2,66.8,우,중앙,10.2,5.2,False
1.자동차_216_1.wav,75.0,85.3,72.5,우,중앙,10.3,2.5,False
1.자동차_217_1.wav,76.0,90.6,74.6,우,우,14.6,1.4,True
1.자동차_219_1.wav,81.0,85.2,70.9,우,중앙,4.2,10.1,False
1.자동차_224_1.wav,69.0,77.6,65.1,우,중앙,8.6,3.9,False
1.자동차_228_1.wav,73.0,85.1,71.8,우,중앙,12.1,1.2,False
1.자동차_229_1.wav,119.0,92.2,79.1,좌,중앙,26.8,39.9,False
1.자동차_234_1.wav,87.0,84.8,70.0,우,중앙,2.2,17.0,False
1.자동차_236_1.wav,104.0,94.0,83.0,좌,중앙,10.0,21.0,False
1.자동차_240_1.wav,73.0,80.3,68.1,우,중앙,7.3,4.9,False
1.자동차_248_1.wav,73.0,87.5,73.8,우,중앙,14.5,0.8,False
1.자동차_250_1.wav,72.0,89.4,75.4,우,우,17.4,3.4,True
1.자동차_251_1.wav,74.0,85.4,72.2,우,중앙,11.4,1.8,False
1.자동차_256_1.wav,74.0,83.3,71.2,우,중앙,9.3,2.8,False
1.자동차_25_1.wav,68.0,81.7,67.5,우,중앙,13.7,0.5,False
1.자동차_261_1.wav,69.0,84.7,72.0,우,중앙,15.7,3.0,False
1.자동차_262_1.wav,75.0,81.6,70.3,우,중앙,6.6,4.7,False
1.자동차_263_1.wav,69.0,85.5,71.5,우,중앙,16.5,2.5,False
1.자동차_264_1.wav,70.0,83.6,68.6,우,중앙,13.6,1.4,False
1.자동차_269_1.wav,100.0,94.0,85.1,좌,중앙,6.0,14.9,False
1.자동차_271_1.wav,107.0,94.0,77.1,좌,중앙,13.0,29.9,False
1.자동차_274_1.wav,108.0,94.0,86.7,좌,중앙,14.0,21.3,False
1.자동차_275_1.wav,68.0,78.4,65.5,우,중앙,10.4,2.5,False
1.자동차_276_1.wav,69.0,83.8,67.0,우,중앙,14.8,2.0,False
1.자동차_277_1.wav,70.0,81.3,65.5,우,중앙,11.3,4.5,False
1.자동차_278_1.wav,69.0,83.9,64.9,우,중앙,14.9,4.1,False
1.자동차_279_1.wav,129.0,90.7,73.1,우,중앙,38.3,55.9,False
1.자동차_27_1.wav,128.0,90.7,76.5,우,중앙,37.3,51.5,False
1.자동차_280_1.wav,68.0,79.3,65.3,우,중앙,11.3,2.7,False
1.자동차_283_1.wav,93.0,85.4,70.5,우,중앙,7.6,22.5,False
1.자동차_284_1.wav,115.0,93.0,76.6,우,중앙,22.0,38.4,False
1.자동차_285_1.wav,126.0,93.9,79.3,우,중앙,32.1,46.7,False
1.자동차_288_1.wav,119.0,91.3,75.0,우,중앙,27.7,44.0,False
1.자동차_292_1.wav,111.0,91.6,71.9,우,중앙,19.4,39.1,False
1.자동차_294_1.wav,74.0,81.9,64.7,우,중앙,7.9,9.3,False
1.자동차_297_1.wav,108.0,94.0,82.8,좌,중앙,14.0,25.2,False
1.자동차_298_1.wav,71.0,83.0,67.1,우,중앙,12.0,3.9,False
1.자동차_299_1.wav,123.0,91.6,73.5,우,중앙,31.4,49.5,False
1.자동차_300_1.wav,89.0,86.4,72.4,우,중앙,2.6,16.6,False
1.자동차_303_1.wav,72.0,78.7,63.6,우,중앙,6.7,8.4,False
1.자동차_304_1.wav,110.0,94.0,78.6,좌,중앙,16.0,31.4,False
1.자동차_309_1.wav,70.0,87.3,70.8,우,중앙,17.3,0.8,False
1.자동차_310_1.wav,113.0,94.0,79.1,우,중앙,19.0,33.9,False
1.자동차_312_1.wav,114.0,94.0,79.1,좌,중앙,20.0,34.9,False
1.자동차_313_1.wav,104.0,94.0,76.2,좌,중앙,10.0,27.8,False
1.자동차_316_1.wav,68.0,76.9,62.4,우,중앙,8.9,5.6,False
1.자동차_317_1.wav,75.0,82.9,69.1,우,중앙,7.9,5.9,False
1.자동차_319_1.wav,109.0,92.0,77.3,우,중앙,17.0,31.7,False
1.자동차_31_1.wav,74.0,85.8,72.6,우,중앙,11.8,1.4,False
1.자동차_321_1.wav,72.0,85.0,69.9,우,중앙,13.0,2.1,False
1.자동차_323_1.wav,71.0,83.9,63.7,우,중앙,12.9,7.3,False
1.자동차_324_1.wav,105.0,92.4,77.6,우,중앙,12.6,27.4,False
1.자동차_330_1.wav,112.0,94.0,83.8,좌,중앙,18.0,28.2,False
1.자동차_333_1.wav,101.0,94.0,79.5,우,중앙,7.0,21.5,False
1.자동차_335_1.wav,73.0,86.8,71.3,우,중앙,13.8,1.7,False
