파일명,소음 유형,SPL (dB),추정 거리 (m),거리 알람,왼쪽 채널 (dB),오른쪽 채널 (dB),좌우 차이 (dB),판정 방향
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10000_1.wav,차량 경적,93.26392264507754,2.17,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10001_1.wav,차량 경적,89.30515482196192,3.43,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10002_1.wav,차량 경적,88.16520518907618,3.91,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10004_1.wav,차량 경적,93.05682507802415,2.22,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10005_1.wav,차량 경적,93.23393647347524,2.18,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10006_1.wav,차량 경적,93.36323028536079,2.15,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10007_1.wav,차량 경적,93.35411960967258,2.15,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10010_1.wav,차량 경적,93.51387110008689,2.11,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10011_1.wav,차량 경적,93.4976352643951,2.11,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10012_1.wav,차량 경적,93.34984568859149,2.15,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10013_1.wav,차량 경적,93.32472957053798,2.16,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10014_1.wav,차량 경적,93.29696035076545,2.16,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10015_1.wav,차량 경적,93.40694224991518,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10016_1.wav,차량 경적,93.31042662691958,2.16,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10017_1.wav,차량 경적,93.45606784152024,2.12,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10018_1.wav,차량 경적,93.46254071306483,2.12,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10020_1.wav,차량 경적,93.44056964830288,2.13,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10021_1.wav,차량 경적,93.38880294498603,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10022_1.wav,차량 경적,93.41090517828539,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10023_1.wav,차량 경적,93.30326631322548,2.16,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10025_1.wav,차량 경적,93.46760307603296,2.12,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10026_1.wav,차량 경적,93.65864390115178,2.08,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10027_1.wav,차량 경적,93.60124551446852,2.09,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10028_1.wav,차량 경적,93.47097634626708,2.12,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10029_1.wav,차량 경적,93.51051445069388,2.11,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10030_1.wav,차량 경적,93.3407209555238,2.15,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10032_1.wav,차량 경적,93.4656347299048,2.12,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10033_1.wav,차량 경적,93.6379910667296,2.08,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10034_1.wav,차량 경적,86.58054481612645,4.69,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10035_1.wav,차량 경적,93.18295361653803,2.19,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10036_1.wav,차량 경적,93.21687895177062,2.18,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10038_1.wav,차량 경적,93.40467690736133,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10039_1.wav,차량 경적,93.49371171852995,2.12,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10041_1.wav,차량 경적,90.06085036910787,3.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10043_1.wav,차량 경적,93.30498532691408,2.16,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10044_1.wav,차량 경적,93.7671557262771,2.05,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10045_1.wav,차량 경적,93.35839142879074,2.15,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10046_1.wav,차량 경적,93.41458342207515,2.13,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10049_1.wav,차량 경적,93.2232433008325,2.18,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10050_1.wav,차량 경적,93.42815115247288,2.13,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10051_1.wav,차량 경적,93.57073656270161,2.1,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10052_1.wav,차량 경적,93.9794000868941,2.0,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10054_1.wav,차량 경적,93.39901096480041,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10056_1.wav,차량 경적,93.5507088828514,2.1,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10057_1.wav,차량 경적,93.27370340545686,2.17,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10059_1.wav,차량 경적,93.17394260293685,2.19,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10061_1.wav,차량 경적,93.39589312025922,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10062_1.wav,차량 경적,93.556555061255,2.1,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10064_1.wav,차량 경적,93.5507088828514,2.1,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10065_1.wav,차량 경적,93.48193043576813,2.12,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10068_1.wav,차량 경적,93.54597337854591,2.1,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10069_1.wav,차량 경적,93.40042779697677,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10070_1.wav,차량 경적,93.40637596966346,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10071_1.wav,차량 경적,93.50827596356395,2.11,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10072_1.wav,차량 경적,93.37289991890873,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10073_1.wav,차량 경적,93.53844697295864,2.1,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10074_1.wav,차량 경적,93.18062908847067,2.19,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10076_1.wav,차량 경적,93.404960107493,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10078_1.wav,차량 경적,93.3660754128512,2.15,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10079_1.wav,차량 경적,93.78587795475926,2.05,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10080_1.wav,차량 경적,93.26161968821181,2.17,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10081_1.wav,차량 경적,93.41571487609542,2.13,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10083_1.wav,차량 경적,93.45888272621865,2.12,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10085_1.wav,차량 경적,93.52672625263264,2.11,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10089_1.wav,차량 경적,93.46844651641663,2.12,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10090_1.wav,차량 경적,93.38369443271716,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10092_1.wav,차량 경적,93.3606688735648,2.15,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10094_1.wav,차량 경적,93.38312663473442,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10095_1.wav,차량 경적,93.43859516577484,2.13,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10096_1.wav,차량 경적,93.43323359242939,2.13,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10097_1.wav,차량 경적,93.43266902371695,2.13,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10098_1.wav,차량 경적,93.34271781013842,2.15,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10099_1.wav,차량 경적,93.46310334356366,2.12,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_100_1.wav,차량 경적,83.33661110399987,6.81,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10100_1.wav,차량 경적,80.25647684498983,9.71,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10101_1.wav,차량 경적,93.28002626894941,2.17,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10102_1.wav,차량 경적,93.32330033557221,2.16,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10103_1.wav,차량 경적,93.30383935559006,2.16,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10105_1.wav,차량 경적,93.59321264139345,2.09,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10106_1.wav,차량 경적,93.32501538931218,2.16,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10107_1.wav,차량 경적,93.46760307603296,2.12,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10108_1.wav,차량 경적,93.29954061605403,2.16,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10109_1.wav,차량 경적,93.28203712429763,2.17,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10110_1.wav,차량 경적,93.78126897692678,2.05,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10113_1.wav,차량 경적,93.09506176071126,2.21,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10117_1.wav,차량 경적,93.27485335940392,2.17,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10118_1.wav,차량 경적,93.45747539789886,2.12,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10119_1.wav,차량 경적,93.62999212046644,2.08,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10120_1.wav,차량 경적,91.87919711195418,2.55,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10121_1.wav,차량 경적,93.17336092608159,2.19,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10125_1.wav,차량 경적,93.39957772540471,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10127_1.wav,차량 경적,93.41995651648926,2.13,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10128_1.wav,차량 경적,93.47575290432636,2.12,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10129_1.wav,차량 경적,93.42052191207208,2.13,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10130_1.wav,차량 경적,93.25557151970986,2.17,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10131_1.wav,차량 경적,93.30813596868632,2.16,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10132_1.wav,차량 경적,93.37687840597096,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10133_1.wav,차량 경적,93.53454182324354,2.11,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10134_1.wav,차량 경적,93.39390845450447,2.14,🚨 10미터 알람 활성화,,,,
/home/ubuntu/data/raw_data/1.Car/1.horn_of_car/1.car_horn_10135_1.wav,차량 경적,93.08096319469766,2.22,🚨 10미터 알람 활성화,,,,
